tag3	tag1	name	autonym
fue		Borgu Fulfulde	
fuf		Pular	Pular
fuh		Western Niger Fulfulde	Fulfulde
fui		Bagirmi Fulfulde	
fuj		Ko	
fum		Fum	
fun		Fulniô	
fuq		Central-Eastern Niger Fulfulde	
fur		Friulian	furlan
fut		Futuna-Aniwa	
fuu		Furu	
fuv		Nigerian Fulfulde	Fulfulde
fuy		Fuyug	
fvr		Fur	
fwa		Fwâi	
fwe		Fwe	
gaa		Ga	Ga
gab		Gabri	
gac		Mixed Great Andamanese	
gad		Gaddang	
gae		Guarequena	
gaf		Gende	
gag		Gagauz	
gah		Alekano	
gai		Borei	Mborena Kam
gaj		Gadsup	
gak		Gamkonora	
gal		Galolen	
gam		Kandawo	
gan		Gan Chinese	
gao		Gants	
gap		Gal	
gaq		Gata'	
gar		Galeya	
gas		Adiwasi Garasia	
gat		Kenati	
gau		Mudhili Gadaba	
gaw		Nobonob	
gax		Borana-Arsi-Guji Oromo	
gay		Gayo	
gaz		West Central Oromo	Afaan Oromoo, Oromiffa
gba		Gbaya	
gbb		Kaytetye	
gbd		Karadjeri	
gbe		Niksek	
gbf		Gaikundi	
gbg		Gbanziri	
gbh		Defi Gbe	
gbi		Galela	
gbj		Bodo Gadaba	
gbk		Gaddi	
gbl		Gamit	
gbm		Garhwali	
gbn		Mo'da	
gbo		Northern Grebo	
gbp		Gbaya-Bossangoa	
gbq		Gbaya-Bozoum	
gbr		Gbagyi	
gbs		Gbesi Gbe	
gbu		Gagadu	
gbv		Gbanu	
gbw		Gabi-Gabi	
gbx		Eastern Xwla Gbe	
gby		Gbari	
gbz		Zoroastrian Dari	
gcc		Mali	
gcd		Ganggalida	
gce		Galice	
gcf		Guadeloupean Creole French	
gcl		Grenadian Creole English	
gcn		Gaina	
gcr		Guianese Creole French	
gct		Colonia Tovar German	
gda		Gade Lohar	
gdb		Pottangi Ollar Gadaba	
gdc		Gugu Badhun	
gdd		Gedaged	
gde		Gude	
gdf		Guduf-Gava	
gdg		Ga'dang	
gdh		Gadjerawang	
gdi		Gundi	
gdj		Gurdjar	
gdk		Gadang	
gdl		Dirasha	
gdm		Laal	
gdn		Umanakaina	Umanakaina
gdo		Ghodoberi	
gdq		Mehri	
gdr		Wipi	
gds		Ghandruk Sign Language	
gdt		Kungardutyi	
gdu		Gudu	
gdx		Godwari	
gea		Geruma	
geb		Kire	
gec		Gboloo Grebo	
ged		Gade	
geg		Gengle	
geh		Hutterite German	Hutterisch
gei		Gebe	
gej		Gen	Gen-Gbe
gek		Ywom	
gel		ut-Ma'in	ut-Ma’in
geq		Geme	
ges		Geser-Gorom	
gev		Eviya	
gew		Gera	
gex		Garre	
gey		Enya	
gez		Geez	ግዕዝኛ
gfk		Patpatar	
gft		Gafat	
gga		Gao	
ggb		Gbii	
ggd		Gugadj	
gge		Guragone	
ggg		Gurgula	
ggk		Kungarakany	
ggl		Ganglau	
ggt		Gitua	
ggu		Gagu	
ggw		Gogodala	
gha		Ghadamès	
ghc		Hiberno-Scottish Gaelic	
ghe		Southern Ghale	
ghh		Northern Ghale	
ghk		Geko Karen	
ghl		Ghulfan	
ghn		Ghanongga	
gho		Ghomara	
ghr		Ghera	
ghs		Guhu-Samane	
ght		Kuke	
gia		Kitja	
gib		Gibanawa	
gic		Gail	
gid		Gidar	
gie		Gaɓogbo	
gig		Goaria	
gih		Githabul	
gil		Gilbertese	I-Kiribati
gim		Gimi (Eastern Highlands)	
gin		Hinukh	
gip		Gimi (West New Britain)	
giq		Green Gelao	
gir		Red Gelao	
gis		North Giziga	
git		Gitxsan	Gitsenimx
giu		Mulao	
giw		White Gelao	
gix		Gilima	
giy		Giyug	
giz		South Giziga	
gji		Geji	
gjk		Kachi Koli	
gjm		Gunditjmara	
gjn		Gonja	Ngbanyito
gjr		Gurindji Kriol	
gju		Gujari	
gka		Guya	
gke		Ndai	
gkn		Gokana	
gko		Kok-Nar	
gkp		Guinea Kpelle	
gku		ǂUngkue	
glc		Bon Gula	Êeni
gld		Nanai	
glh		Northwest Pashai	
gli		Guliguli	
glj		Gula Iro	
glk		Gilaki	
gll		Garlali	
glo		Galambu	
glr		Glaro-Twabo	
glu		Gula (Chad)	
glw		Glavda	
gly		Gule	
gma		Gambera	
gmb		Gula'alaa	
gmd		Mághdì	
gmg		Magɨyi	
gmh		Middle High German	
gml		Middle Low German	
gmm		Gbaya-Mbodomo	
gmn		Gimnime	
gmu		Gumalu	
gmv		Gamo	Gamotso
gmx		Magoma	
gmy		Mycenaean Greek	
gmz		Mgbolizhia	Mgbolizhia
gna		Kaansa	
gnb		Gangte	
gnc		Guanche	
gnd		Zulgo-Gemzek	
gne		Ganang	
gng		Ngangam	
gnh		Lere	
gni		Gooniyandi	
gnk		//Gana	
gnl		Gangulu	
gnm		Ginuman	
gnn		Gumatj	
gno		Northern Gondi	
gnq		Gana	
gnr		Gureng Gureng	
gnt		Guntai	
gnu		Gnau	
gnw		Western Bolivian Guaraní	
gnz		Ganzi	
goa		Guro	Golo
gob		Playero	
goc		Gorakor	
god		Godié	
goe		Gongduk	
gof		Gofa	
gog		Gogo	
goh		Old High German	
goi		Gobasi	
goj		Gowlan	
gok		Gowli	
gol		Gola	
gom		Goan Konkani	
gon		Gondi	
goo		Gone Dau	
gop		Yeretuar	
goq		Gorap	
gor		Gorontalo	
gos		Gronings	
got		Gothic	
gou		Gavar	
gow		Gorowa	
gox		Gobu	
goy		Goundo	
goz		Gozarkhani	
gpa		Gupa-Abawa	
gpe		Ghanaian Pidgin English	
gpn		Taiap	
gqa		Ga'anda	
gqi		Guiqiong	
gqn		Guana (Brazil)	
gqr		Gor	
gqu		Qau	
gra		Rajput Garasia	
grb		Grebo	
grc		Ancient Greek	
grd		Guruntum-Mbaaru	
grg		Madi	
grh		Gbiri-Niragu	
gri		Ghari	
grj		Southern Grebo	
grm		Kota Marudu Talantang	
gro		Groma	
grq		Gorovu	
grr		Taznatit	
grs		Gresi	
grt		Garo	Mande
gru		Kistane	
grv		Central Grebo	
grw		Gweda	
grx		Guriaso	
gry		Barclayville Grebo	
grz		Guramalum	
gse		Ghanaian Sign Language	
gsg		German Sign Language	
gsl		Gusilay	
gsm		Guatemalan Sign Language	
gsn		Nema	
gso		Southwest Gbaya	
gsp		Wasembo	
gss		Greek Sign Language	
gsw		Swiss German	Schwiizertüütsch
gta		Guató	
gtu		Aghu-Tharnggala	
gua		Shiki	
gub		Guajajára	
guc		Wayuu	
gud		Yocoboué Dida	
gue		Gurinji	
guf		Gupapuyngu	
gug		Paraguayan Guaraní	Guaraní
guh		Guahibo	Hivi
gui		Eastern Bolivian Guaraní	
guk		Gumuz	Bega-Tse, Sigumza
gul		Sea Island Creole English	
gum		Guambiano	
gun		Mbyá Guaraní	Mbya
guo		Guayabero	
gup		Gunwinggu	
guq		Aché	Aché
gur		Frafra	Farefare, Ninkarsé
gus		Guinean Sign Language	
gut		Maléku Jaíka	
guu		Yanomamö	
guw		Gun	
gux		Gourmanchéma	Gourma
guz		Gusii	Ekegusii
gva		Guana (Paraguay)	
gvc		Guanano	
gve		Duwet	
gvf		Golin	
gvj		Guajá	
gvl		Gulay	
gvm		Gurmana	
gvn		Kuku-Yalanji	
gvo		Gavião Do Jiparaná	
gvp		Pará Gavião	
gvr		Gurung	
gvs		Gumawana	
gvy		Guyani	
gwa		Mbato	
gwb		Gwa	
gwc		Kalami	
gwd		Gawwada	
gwe		Gweno	
gwf		Gowro	
gwg		Moo	
gwi		Gwichʼin	Dinju Zhuh K’yuu
gwj		/Gwi	
gwm		Awngthim	
gwn		Gwandara	
gwr		Gwere	
gwt		Gawar-Bati	
gwu		Guwamu	
gww		Kwini	
gwx		Gua	
gxx		Wè Southern	Wèè
gya		Northwest Gbaya	
gyb		Garus	
gyd		Kayardild	
gye		Gyem	
gyf		Gungabula	
gyg		Gbayi	
gyi		Gyele	
gyl		Gayil	
gym		Ngäbere	Ngäbere
gyn		Guyanese Creole English	
gyr		Guarayu	
gyy		Gunya	
gza		Ganza	
gzi		Gazi	
gzn		Gane	
haa		Han	
hab		Hanoi Sign Language	
hac		Gurani	
had		Hatam	
hae		Eastern Oromo	
haf		Haiphong Sign Language	
hag		Hanga	
hah		Hahon	
hai		Haida	
haj		Hajong	
hak		Hakka Chinese	客家話‎ (Hakkafa)
hal		Halang	
ham		Hewa	
han		Hangaza	
hao		Hakö	
hap		Hupla	
haq		Ha	
har		Harari	
has		Haisla	
hav		Havu	
haw		Hawaiian	ʻŌlelo Hawaiʻi
hax		Southern Haida	
hay		Haya	
haz		Hazaragi	
hba		Hamba	
hbb		Huba	
hbn		Heiban	
hbo		Ancient Hebrew	
hbu		Habu	
hca		Andaman Creole Hindi	
hch		Huichol	Wixárika
hdn		Northern Haida	Xaad Kil
hds		Honduras Sign Language	
hdy		Hadiyya	
hea		Northern Qiandong Miao	
hed		Herdé	
heg		Helong	Helong
heh		Hehe	
hei		Heiltsuk	
hem		Hemba	
hgm		Hai//om	
hgw		Haigwai	
hhi		Hoia Hoia	
hhr		Kerak	
hhy		Hoyahoya	
hia		Lamang	
hib		Hibito	
hid		Hidatsa	
hif		Fiji Hindi	Fiji Baat
hig		Kamwe	
hih		Pamosu	Pamosu
hii		Hinduri	
hij		Hijuk	
hik		Seit-Kaitetu	
hil		Hiligaynon	
hio		Tsoa	
hir		Himarimã	
hit		Hittite	
hiw		Hiw	
hix		Hixkaryána	
hji		Haji	
hka		Kahe	
hke		Hunde	
hkk		Hunjara-Kaina Ke	
hks		Hong Kong Sign Language	
hla		Halia	
hlb		Halbi	
hld		Halang Doan	
hle		Hlersu	
hlt		Matu Chin	Matu Chin
hlu		Hieroglyphic Luwian	
hma		Southern Mashan Hmong	
hmb		Humburi Senni Songhay	
hmc		Central Huishui Hmong	
hmd		Large Flowery Miao	
hme		Eastern Huishui Hmong	
hmf		Hmong Don	
hmg		Southwestern Guiyang Hmong	
hmh		Southwestern Huishui Hmong	
hmi		Northern Huishui Hmong	
hmj		Ge	
hmk		Maek	
hml		Luopohe Hmong	
hmm		Central Mashan Hmong	
hmn		Hmong	
hmp		Northern Mashan Hmong	
hmq		Eastern Qiandong Miao	
hmr		Hmar	
hms		Southern Qiandong Miao	
hmt		Hamtai	
hmu		Hamap	
hmv		Hmong Dô	
hmw		Western Mashan Hmong	
hmy		Southern Guiyang Hmong	
hmz		Hmong Shua	
hna		Mina (Cameroon)	
hnd		Southern Hindko	
hne		Chhattisgarhi	
hnh		//Ani	
hni		Hani	Ha Nhi
hnj		Hmong Njua	
hnn		Hanunoo	
hno		Northern Hindko	
hns		Caribbean Hindustani	
hnu		Hung	
hoa		Hoava	
hob		Mari (Madang Province)	
hoc		Ho	
hod		Holma	
hoe		Horom	
hoh		Hobyót	
hoi		Holikachuk	
hoj		Hadothi	
hol		Holu	
hom		Homa	
hoo		Holoholo	
hop		Hopi	
hor		Horo	
hos		Ho Chi Minh City Sign Language	
hot		Hote	
hov		Hovongan	
how		Honi	
hoy		Holiya	
hoz		Hozo	
hpo		Hpon	
hps		Hawai'i Sign Language (HSL)	
hra		Hrangkhol	
hrc		Niwer Mil	
hre		Hre	
hrk		Haruku	
hrm		Horned Miao	
hro		Haroi	
hrp		Nhirrpi	
hrt		Hértevin	
hru		Hruso	
hrw		Warwar Feni	
hrx		Hunsrik	
hrz		Harzani	
hsb		Upper Sorbian	hornjoserbšćina
hsh		Hungarian Sign Language	
hsl		Hausa Sign Language	
hsn		Xiang Chinese	湘语‎ (Xiang)
hss		Harsusi	
hti		Hoti	
hto		Minica Huitoto	
hts		Hadza	
htu		Hitu	
htx		Middle Hittite	
hub		Huambisa	
huc		=/Hua	
hud		Huaulu	
hue		San Francisco Del Mar Huave	Ombeyajts
huf		Humene	
hug		Huachipaeri	
huh		Huilliche	
hui		Huli	
huj		Northern Guiyang Hmong	
huk		Hulung	
hul		Hula	
hum		Hungana	
huo		Hu	
hup		Hupa	
huq		Tsat	
hur		Halkomelem	
hus		Huastec	Teenek
hut		Humla	
huu		Murui Huitoto	Murui
huv		San Mateo Del Mar Huave	Ombeayiüts
huw		Hukumina	
hux		Nüpode Huitoto	
huy		Hulaulá	
huz		Hunzib	
hvc		Haitian Vodoun Culture Language	
hve		San Dionisio Del Mar Huave	Ombeyajts
hvk		Haveke	
hvn		Sabu	
hvv		Santa María Del Mar Huave	
hwa		Wané	
hwc		Hawai'i Creole English	
hwo		Hwana	Tuftera
hya		Hya	
iai		Iaai	
ian		Iatmul	
iar		Purari	
iba		Iban	
ibb		Ibibio	Ibibio
ibd		Iwaidja	
ibe		Akpes	
ibg		Ibanag	
ibh		Bih	
ibl		Ibaloi	
ibm		Agoi	
ibn		Ibino	
ibr		Ibuoro	
ibu		Ibu	
iby		Ibani	
ica		Ede Ica	
ich		Etkywan	
icl		Icelandic Sign Language	
icr		Islander Creole English	
ida		Idakho-Isukha-Tiriki	
idb		Indo-Portuguese	
idc		Idon	
idd		Ede Idaca	Ìdàáshà
ide		Idere	
idi		Idi	
idr		Indri	
ids		Idesa	
idt		Idaté	
idu		Idoma	
ifa		Amganad Ifugao	
ifb		Batad Ifugao	
ife		Ifè	
iff		Ifo	
ifk		Tuwali Ifugao	
ifm		Teke-Fuumu	
ifu		Mayoyao Ifugao	
ify		Keley-I Kallahan	
igb		Ebira	
ige		Igede	
igg		Igana	
igl		Igala	
igm		Kanggape	
ign		Ignaciano	
igo		Isebe	
igs		Interglossa	
igw		Igwe	
ihb		Iha Based Pidgin	
ihi		Ihievbe	
ihp		Iha	
ihw		Bidhawal	
iin		Thiin	
ijc		Izon	
ije		Biseni	
ijj		Ede Ije	
ijn		Kalabari	
ijs		Southeast Ijo	
ike		Eastern Canadian Inuktitut	ᐃᓄᒃᑎᑐᑦ‎ (Inuktitut)
iki		Iko	
ikk		Ika	
ikl		Ikulu	
iko		Olulumo-Ikom	
ikp		Ikpeshi	
ikr		Ikaranggal	
iks		Inuit Sign Language	
ikt		Inuinnaqtun	Inuinnaqtun, ᐃᓄᐃᓐᓇᖅᑐᓐ‎ (Inuvialuktun)
ikv		Iku-Gora-Ankwa	
ikw		Ikwere	
ikx		Ik	Icetod
ikz		Ikizu	
ila		Ile Ape	
ilb		Ila	
ilg		Garig-Ilgar	
ili		Ili Turki	
ilk		Ilongot	Bogkalot
ilm		Iranun (Malaysia)	
ilo		Iloko	
ilp		Iranun (Philippines)	Iranun
ils		International Sign	
ilu		Ili'uun	
ilv		Ilue	
ima		Mala Malasar	
imi		Anamgura	
iml		Miluk	
imn		Imonda	
imo		Imbongu	
imr		Imroing	
ims		Marsian	
imy		Milyan	
inb		Inga	
ing		Degexit'an	
inh		Ingush	
inj		Jungle Inga	
inl		Indonesian Sign Language	
inm		Minaean	
inn		Isinai	
ino		Inoke-Yate	
inp		Iñapari	
ins		Indian Sign Language	
int		Intha	
inz		Ineseño	
ior		Inor	
iou		Tuma-Irumu	
iow		Iowa-Oto	
ipi		Ipili	
ipo		Ipiko	
iqu		Iquito	Akenóiri
iqw		Ikwo	Ikwo
ire		Iresim	
irh		Irarutu	
iri		Irigwe	Nkarigwe, Rigwe
irk		Iraqw	
irn		Irántxe	
irr		Ir	
iru		Irula	
irx		Kamberau	
iry		Iraya	
isa		Isabi	
isc		Isconahua	
isd		Isnag	
ise		Italian Sign Language	
isg		Irish Sign Language	
ish		Esan	
isi		Nkem-Nkum	
isk		Ishkashimi	
ism		Masimasi	
isn		Isanzu	
iso		Isoko	
isr		Israeli Sign Language	
ist		Istriot	
isu		Isu (Menchum Division)	
itb		Binongan Itneg	
itd		Southern Tidung	
ite		Itene	
iti		Inlaod Itneg	
itk		Judeo-Italian	
itl		Itelmen	
itm		Itu Mbon Uzo	
ito		Itonama	
itr		Iteri	
its		Isekiri	
itt		Maeng Itneg	
itv		Itawit	
itw		Ito	
itx		Itik	
ity		Moyadan Itneg	
itz		Itzá	
ium		Iu Mien	
ivb		Ibatan	Ibatan
ivv		Ivatan	
iwk		I-Wak	
iwm		Iwam	
iwo		Iwur	
iws		Sepik Iwam	
ixc		Ixcatec	Xwja
ixl		Ixil	
iya		Iyayu	
iyo		Mesaka	Ugare
iyx		Yaka (Congo)	
izh		Ingrian	
izr		Izere	Izere
izz		Izii	Izii
jaa		Jamamadí	
jab		Hyam	
jac		Popti'	Jakalteko-Popti’
jad		Jahanka	
jae		Yabem	
jaf		Jara	
jah		Jah Hut	
jaj		Zazao	
jak		Jakun	
jal		Yalahatan	
jam		Jamaican Creole English	
jan		Jandai	
jao		Yanyuwa	
jaq		Yaqay	
jas		New Caledonian Javanese	
jat		Jakati	
jau		Yaur	
jax		Jambi Malay	Bahaso Daerah, Bahaso Dusun
jay		Yan-nhangu	
jaz		Jawe	
jbe		Judeo-Berber	
jbi		Badjiri	
jbj		Arandai	
jbk		Barikewa	
jbn		Nafusi	
jbo		Lojban	
jbr		Jofotek-Bromnya	
jbt		Jabutí	
jbu		Jukun Takum	Njikum
jbw		Yawijibaya	
jcs		Jamaican Country Sign Language	
jct		Krymchak	Кърымчах тыльы‎ (Krymchakh Tilyi)
jda		Jad	
jdg		Jadgali	
jdt		Judeo-Tat	Juwri
jeb		Jebero	
jee		Jerung	
jeh		Jeh	
jei		Yei	
jek		Jeri Kuo	
jel		Yelmek	
jen		Dza	Ngwa Idza
jer		Jere	
jet		Manem	
jeu		Jonkor Bourmataguil	
jgb		Ngbee	
jge		Judeo-Georgian	
jgk		Gwak	Gwak
jgo		Ngomba	Ndaꞌa
jhi		Jehai	
jhs		Jhankot Sign Language	
jia		Jina	
jib		Jibu	
jic		Tol	
jid		Bu	
jie		Jilbe	
jig		Djingili	
jih		sTodsde	
jii		Jiiddu	
jil		Jilim	
jim		Jimi (Cameroon)	
jio		Jiamao	
jiq		Guanyinqiao	
jit		Jita	
jiu		Youle Jinuo	
jiv		Shuar	Shuar Chicham
jiy		Buyuan Jinuo	
jje		Jejueo	
jjr		Bankal	
jka		Kaera	
jkm		Mobwa Karen	
jko		Kubo	
jkp		Paku Karen	
jkr		Koro (India)	
jku		Labir	
jle		Ngile	
jls		Jamaican Sign Language	
jma		Dima	
jmb		Zumbun	
jmc		Machame	Kimachame
jmd		Yamdena	
jmi		Jimi (Nigeria)	
jml		Jumli	
jmn		Makuri Naga	Makuri
jmr		Kamara	
jms		Mashi (Nigeria)	
jmw		Mouwase	
jmx		Western Juxtlahuaca Mixtec	To’on Savi
jna		Jangshung	
jnd		Jandavra	
jng		Yangman	
jni		Janji	
jnj		Yemsa	Yemsa
jnl		Rawat	
jns		Jaunsari	
job		Joba	
jod		Wojenaka	
jog		Jogi	
jor		Jorá	
jos		Jordanian Sign Language	
jow		Jowulu	
jpa		Jewish Palestinian Aramaic	
jpr		Judeo-Persian	
jqr		Jaqaru	
jra		Jarai	
jrb		Judeo-Arabic	
jrr		Jiru	
jrt		Jorto	
jru		Japrería	
jsl		Japanese Sign Language	
jua		Júma	Kagwahiva
jub		Wannu	
juc		Jurchen	
jud		Worodougou	
juh		Hõne	
jui		Ngadjuri	
juk		Wapan	
jul		Jirel	
jum		Jumjum	
jun		Juang	
juo		Jiba	
jup		Hupdë	
jur		Jurúna	
jus		Jumla Sign Language	
jut		Jutish	
juu		Ju	
juw		Wãpha	
juy		Juray	
jvd		Javindo	
jvn		Caribbean Javanese	
jwi		Jwira-Pepesa	
jya		Jiarong	
jye		Judeo-Yemeni Arabic	
jyy		Jaya	
kaa		Kara-Kalpak	
kab		Kabyle	Taqbaylit
kac		Kachin	
kad		Adara	
kae		Ketangalan	
kaf		Katso	
kag		Kajaman	
kah		Kara (Central African Republic)	
kai		Karekare	
kaj		Jju	
kak		Kalanguya	Kalanguya
kam		Kamba	Kikamba
kao		Xaasongaxango	Xasongo
wof		Gambian Wolof	Wolof
kaq		Capanahua	Capa Baquebo
kav		Katukína	
kaw		Kawi	
kax		Kao	
kay		Kamayurá	
kba		Kalarko	
kbb		Kaxuiâna	
kbc		Kadiwéu	
kbd		Kabardian	
kbe		Kanju	
kbg		Khamba	
kbh		Camsá	
kbi		Kaptiau	
kbj		Kari	
kbk		Grass Koiari	
kbl		Kanembu	
kbm		Iwal	
kbn		Kare (Central African Republic)	
kbo		Keliko	
kbp		Kabiyè	
kbq		Kamano	
kbr		Kafa	
kbs		Kande	
kbt		Abadi	
kbu		Kabutra	
kbv		Dera (Indonesia)	
kbw		Kaiep	
kbx		Ap Ma	
kby		Manga Kanuri	
kbz		Duhwa	
kca		Khanty	
kcb		Kawacha	
kcc		Lubila	
kcd		Ngkâlmpw Kanum	
kce		Kaivi	
kcf		Ukaan	
kcg		Tyap	
kch		Vono	
kci		Kamantan	
kcj		Kobiana	
kck		Kalanga	
kcl		Kela (Papua New Guinea)	
kcm		Gula (Central African Republic)	
kcn		Nubi	
kco		Kinalakna	
kcp		Kanga	
kcq		Kamo	
kcr		Katla	
kcs		Koenoem	
kct		Kaian	
kcu		Kami (Tanzania)	
kcv		Kete	
kcw		Kabwari	
kcx		Kachama-Ganjule	
kcy		Korandje	
kcz		Konongo	
kda		Worimi	
kdc		Kutu	
kdd		Yankunytjatjara	
kde		Makonde	Chimakonde
kdf		Mamusi	
kdg		Seba	
kdh		Tem	Tem
kdi		Kumam	
kdj		Karamojong	
kdk		Numèè	
kdl		Tsikimba	
kdm		Kagoma	
kdn		Kunda	
kdp		Kaningdon-Nindem	
kdq		Koch	
kdr		Karaim	
kdt		Kuy	
kdu		Kadaru	
kdw		Koneraw	
kdx		Kam	
kdy		Keder	
kdz		Kwaja	
kea		Kabuverdianu	kabuverdianu
keb		Kélé	
kec		Keiga	
ked		Kerewe	
kee		Eastern Keres	
kef		Kpessi	
keg		Tese	
keh		Keak	
kei		Kei	
kej		Kadar	
kek		Kekchí	
kel		Kela (Democratic Republic of Congo)	
kem		Kemak	Ema
ken		Kenyang	
keo		Kakwa	
kep		Kaikadi	
keq		Kamar	
ker		Kera	
kes		Kugbo	
ket		Ket	
keu		Akebu	
kev		Kanikkaran	
kew		West Kewa	
kex		Kukna	
key		Kupia	
kez		Kukele	
kfa		Kodava	
kfb		Northwestern Kolami	
kfc		Konda-Dora	
kfd		Korra Koraga	
kfe		Kota (India)	
kff		Koya	
kfg		Kudiya	
kfh		Kurichiya	
kfi		Kannada Kurumba	
kfj		Kemiehua	
kfk		Kinnauri	
kfl		Kung	
kfm		Khunsari	
kfn		Kuk	
kfo		Koro	
kfp		Korwa	
kfq		Korku	
kfr		Kachhi	
kfs		Bilaspuri	
kft		Kanjari	
kfu		Katkari	
kfv		Kurmukar	
kfw		Kharam Naga	
kfx		Kullu Pahari	
kfy		Kumaoni	
kfz		Koromfé	Koromba
kga		Koyaga	
kgb		Kawe	
kge		Komering	
kgf		Kube	
kgg		Kusunda	
kgi		Selangor Sign Language	
kgj		Gamale Kham	
kgk		Kaiwá	
kgl		Kunggari	
kgm		Karipúna	
kgn		Karingani	
kgo		Krongo	Niino mo-di
kgp		Kaingang	
kgq		Kamoro	
kgr		Abun	
kgs		Kumbainggar	
kgt		Somyev	
kgu		Kobol	
kgv		Karas	
kgw		Karon Dori	
kgx		Kamaru	
kgy		Kyerung	
kha		Khasi	Khasi
khb		Lü	ᦅᧄᦺᦑᦟᦹᧉ‎ (Kam Tai Lue)
khc		Tukang Besi North	
khd		Bädi Kanum	
khe		Korowai	
khf		Khuen	
khg		Khams Tibetan	
khh		Kehu	
khj		Kuturmi	
khk		Halh Mongolian	Монгол хэл‎ (Mongol khel)
khl		Lusi	
khn		Khandesi	
kho		Khotanese	
khp		Kapori	
khq		Koyra Chiini	Koyra ciini
khr		Kharia	
khs		Kasua	
kht		Khamti	
khu		Nkhumbi	
khv		Khvarshi	
khw		Khowar	
khx		Kanu	
khy		Kele (Democratic Republic of Congo)	
khz		Keapara	
kia		Kim	
kib		Koalib	
kic		Kickapoo	
kid		Koshin	
kie		Kibet	
kif		Eastern Parbate Kham	
kig		Kimaama	
kih		Kilmeri	
kii		Kitsai	
kij		Kilivila	
kil		Kariya	
kim		Karagas	тоъфа дыл‎ (tofa dyl)
kio		Kiowa	Cáuijògà
kip		Sheshi Kham	
kiq		Kosadle	
kis		Kis	
kit		Agob	
kiu		Kirmanjki	Shar Ma
kiv		Kimbu	
kiw		Northeast Kiwai	
kix		Khiamniungan Naga	
kiy		Kirikiri	
kiz		Kisi	
kja		Mlap	
kjb		Q'anjob'al	
kjc		Coastal Konjo	
kjd		Southern Kiwai	
kje		Kisar	
kjf		Khalaj	
kjg		Khmu	ກຶມຫມຸ‎ (Kmhmu’)
kjh		Khakas	
kji		Zabana	
kjj		Khinalugh	
kjk		Highland Konjo	
kjl		Western Parbate Kham	
kjm		Kháng	
kjn		Kunjen	
kjo		Harijan Kinnauri	
kjp		Pwo Eastern Karen	
kjq		Western Keres	
kjr		Kurudu	
kjs		East Kewa	
kjt		Phrae Pwo Karen	
kju		Kashaya	
kjv		Kaikavian Literary Language	
kjx		Ramopa	
kjy		Erave	
kjz		Bumthangkha	
kka		Kakanda	
kkb		Kwerisa	
kkc		Odoodee	
kkd		Kinuku	
kke		Kakabe	
kkf		Kalaktang Monpa	
kkg		Mabaka Valley Kalinga	
kkh		Khün	
kki		Kagulu	
kkj		Kako	kakɔ
kkk		Kokota	
kkl		Kosarek Yale	
kkm		Kiong	
kkn		Kon Keu	
kko		Karko	Kakenbi
kkp		Gugubera	
kkq		Kaiku	
kkr		Kir-Balar	
kks		Giiwo	
kkt		Koi	
kku		Tumi	
kkv		Kangean	
kkw		Teke-Kukuya	
kkx		Kohin	
kky		Guguyimidjir	
kkz		Kaska	Danezāgé’
kla		Klamath-Modoc	
klb		Kiliwa	
klc		Kolbila	
kld		Gamilaraay	
kle		Kulung (Nepal)	
klf		Kendeje	
klg		Tagakaulo	
klh		Weliki	
kli		Kalumpang	
klj		Turkic Khalaj	
klk		Kono (Nigeria)	
kll		Kagan Kalagan	
klm		Migum	
kln		Kalenjin	Kalenjin
klo		Kapya	
klp		Kamasa	
klq		Rumu	
klr		Khaling	
kls		Kalasha	
klt		Nukna	
klu		Klao	
klv		Maskelynes	
klw		Tado	Tado
klx		Koluwawa	
kly		Kalao	
klz		Kabola	
kma		Konni	
kmb		Kimbundu	Kimbundu
kmc		Southern Dong	
kmd		Majukayang Kalinga	
kme		Bakole	
kmf		Kare (Papua New Guinea)	
kmg		Kâte	
kmh		Kalam	
kmi		Kami (Nigeria)	
kmj		Kumarbhag Paharia	
kmk		Limos Kalinga	
kml		Tanudan Kalinga	
kmm		Kom (India)	
kmn		Awtuw	
kmo		Kwoma	
kmp		Gimme	Gimma
kmq		Kwama	T’wa Kwama
kmr		Northern Kurdish	
kms		Kamasau	
kmt		Kemtuik	
kmu		Kanite	
kmv		Karipúna Creole French	
kmw		Komo (Democratic Republic of Congo)	
kmx		Waboda	
kmy		Koma	
kmz		Khorasani Turkish	
kna		Dera (Nigeria)	
knb		Lubuagan Kalinga	
knc		Central Kanuri	Kanuri
knd		Konda	
kne		Kankanaey	
knf		Mankanya	
kng		Koongo	Kikoongo, Koongo
kni		Kanufi	
knj		Western Kanjobal	K’anjob’al
knk		Kuranko	
knl		Keninjal	
knm		Kanamarí	
knn		Konkani (individual language)	कोंकणी‎ (Konknni)
kno		Kono (Sierra Leone)	
knp		Kwanja	
knq		Kintaq	
knr		Kaningra	
kns		Kensiu	
knt		Panoan Katukína	
knu		Kono (Guinea)	
knv		Tabo	
knw		Kung-Ekoka	
knx		Kendayan	
kny		Kanyok	
knz		Kalamsé	Sàmó
koa		Konomala	
koc		Kpati	
kod		Kodi	
koe		Kacipo-Balesi	Kacipo
kof		Kubi	
kog		Cogui	
koh		Koyo	
koi		Komi-Permyak	
kok		Konkani	कोंकणी
kol		Kol (Papua New Guinea)	
koo		Konzo	
kop		Waube	
